PALM,FRUGIVORE,frugClass,frugFamily,biogeographicRegion,InteractionID,Unique_interaction,frugBodyMASS,FruitLength_cm,PalmTribe,PalmSubfamily,Country,botanicalCountry,referenceKey
Astrocaryum standleyanum,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Astrocaryum standleyanum_Tapirus bairdii,0,299999.133,5.5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Astrocaryum standleyanum,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Astrocaryum standleyanum_Tapirus bairdii,1,299999.133,5.5,Cocoseae,Arecoideae,COSTA RICA,COS,ZGG28TDB
Astrocaryum standleyanum,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Astrocaryum standleyanum_Tayassu pecari,1,32233.688,5.5,Cocoseae,Arecoideae,PANAMA,PAN,44HW74RT
Astrocaryum vulgare,Caluromys philander,MAMMAL,Didelphidae,Neotropics,Astrocaryum vulgare_Caluromys philander,1,229.25,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Astrocaryum vulgare,Deroptyus accipitrinus,BIRDS,Psittacidae,Neotropics,Astrocaryum vulgare_Deroptyus accipitrinus,1,246,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Astrocaryum vulgare,Philander opossum,MAMMAL,Didelphidae,Neotropics,Astrocaryum vulgare_Philander opossum,1,585.499,4.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea attaleoides,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea attaleoides_Dasyprocta leporina,1,3020.021,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Mazama americana,MAMMAL,Cervidae,Neotropics,Attalea attaleoides_Mazama americana,1,22799.746,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Mazama gouazoubira,MAMMAL,Cervidae,Neotropics,Attalea attaleoides_Mazama gouazoubira,1,16300.09,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea attaleoides_Pecari tajacu,1,21266.695,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Potos flavus,MAMMAL,Procyonidae,Neotropics,Attalea attaleoides_Potos flavus,1,3000,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Saimiri sciureus,MAMMAL,Cebidae,Neotropics,Attalea attaleoides_Saimiri sciureus,1,743.242,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Sapajus apella,MAMMAL,Cebidae,Neotropics,Attalea attaleoides_Sapajus apella,1,2500,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Sciurus spadiceus,MAMMAL,Sciuridae,Neotropics,Attalea attaleoides_Sciurus spadiceus,1,403.33,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea attaleoides,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea attaleoides_Tapirus terrestris,1,207500.907,5,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea butyracea,Alouatta palliata,MAMMAL,Atelidae,Neotropics,Attalea butyracea_Alouatta palliata,1,7274.95,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Ateles geoffroyi,MAMMAL,Atelidae,Neotropics,Attalea butyracea_Ateles geoffroyi,0,5284.939,8.25,Cocoseae,Arecoideae,NA,NA,25RXRA5V
Attalea butyracea,Ateles geoffroyi,MAMMAL,Atelidae,Neotropics,Attalea butyracea_Ateles geoffroyi,1,5284.939,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Bassaricyon gabbii,MAMMAL,Procyonidae,Neotropics,Attalea butyracea_Bassaricyon gabbii,1,1250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Canis latrans,MAMMAL,Canidae,Neotropics,Attalea butyracea_Canis latrans,1,13406.333,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Cebus capucinus,MAMMAL,Cebidae,Neotropics,Attalea butyracea_Cebus capucinus,0,2733.317,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Cebus capucinus,MAMMAL,Cebidae,Neotropics,Attalea butyracea_Cebus capucinus,1,2733.317,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea butyracea_Cuniculus paca,0,8000,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea butyracea_Cuniculus paca,1,8000,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea butyracea_Dasyprocta punctata,0,2674.977,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5M6B58BE
Attalea butyracea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea butyracea_Dasyprocta punctata,0,2674.977,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea butyracea_Dasyprocta punctata,0,2674.977,8.25,Cocoseae,Arecoideae,PANAMA,PAN,B84P8M6X
Attalea butyracea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea butyracea_Dasyprocta punctata,0,2674.977,8.25,Cocoseae,Arecoideae,PANAMA,PAN,KSXUK9UP
Attalea butyracea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea butyracea_Dasyprocta punctata,0,2674.977,8.25,Cocoseae,Arecoideae,PANAMA,PAN,R2MQR45M
Attalea butyracea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea butyracea_Dasyprocta punctata,1,2674.977,8.25,Cocoseae,Arecoideae,PANAMA,PAN,WX5X247X
Attalea butyracea,Eira barbara,MAMMAL,Mustelidae,Neotropics,Attalea butyracea_Eira barbara,1,3910.029,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Nasua narica,MAMMAL,Procyonidae,Neotropics,Attalea butyracea_Nasua narica,0,4030.046,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Nasua narica,MAMMAL,Procyonidae,Neotropics,Attalea butyracea_Nasua narica,1,4030.046,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Odocoileus virginianus,MAMMAL,Cervidae,Neotropics,Attalea butyracea_Odocoileus virginianus,1,55508.565,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea butyracea_Pecari tajacu,0,21266.695,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea butyracea_Pecari tajacu,0,21266.695,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,CFFXP4XP
Attalea butyracea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea butyracea_Pecari tajacu,1,21266.695,8.25,Cocoseae,Arecoideae,PERU,PER,CFFXP4XP
Attalea butyracea,Potos flavus,MAMMAL,Procyonidae,Neotropics,Attalea butyracea_Potos flavus,0,3000,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Potos flavus,MAMMAL,Procyonidae,Neotropics,Attalea butyracea_Potos flavus,1,3000,8.25,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea butyracea,Procyon cancrivorus,MAMMAL,Procyonidae,Neotropics,Attalea butyracea_Procyon cancrivorus,1,6949.923,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Proechimys semispinosus,MAMMAL,Echimyidae,Neotropics,Attalea butyracea_Proechimys semispinosus,0,284.997,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Proechimys semispinosus,MAMMAL,Echimyidae,Neotropics,Attalea butyracea_Proechimys semispinosus,0,284.997,8.25,Cocoseae,Arecoideae,PANAMA,PAN,8D6J2KK3
Attalea butyracea,Proechimys semispinosus,MAMMAL,Echimyidae,Neotropics,Attalea butyracea_Proechimys semispinosus,0,284.997,8.25,Cocoseae,Arecoideae,PANAMA,PAN,99Z6F6I6
Attalea butyracea,Proechimys semispinosus,MAMMAL,Echimyidae,Neotropics,Attalea butyracea_Proechimys semispinosus,0,284.997,8.25,Cocoseae,Arecoideae,PANAMA,PAN,KSXUK9UP
Attalea butyracea,Proechimys semispinosus,MAMMAL,Echimyidae,Neotropics,Attalea butyracea_Proechimys semispinosus,0,284.997,8.25,Cocoseae,Arecoideae,PANAMA,PAN,R2MQR45M
Attalea butyracea,Proechimys semispinosus,MAMMAL,Echimyidae,Neotropics,Attalea butyracea_Proechimys semispinosus,1,284.997,8.25,Cocoseae,Arecoideae,PANAMA,PAN,WX5X247X
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5M6B58BE
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,8D6J2KK3
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,AM89SVWG
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,B84P8M6X
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,KSXUK9UP
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,0,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,R2MQR45M
Attalea butyracea,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus granatensis,1,250,8.25,Cocoseae,Arecoideae,PANAMA,PAN,WX5X247X
Attalea butyracea,Sciurus variegatoides,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus variegatoides,0,484.998,8.25,Cocoseae,Arecoideae,PANAMA,PAN,B84P8M6X
Attalea butyracea,Sciurus variegatoides,MAMMAL,Sciuridae,Neotropics,Attalea butyracea_Sciurus variegatoides,1,484.998,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea butyracea,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Attalea butyracea_Tapirus bairdii,0,299999.133,8.25,Cocoseae,Arecoideae,PANAMA,PAN,5MT68NA3
Attalea butyracea,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Attalea butyracea_Tapirus bairdii,1,299999.133,8.25,Cocoseae,Arecoideae,PANAMA,PAN,R2MQR45M
Attalea butyracea,Urocyon cinereoargenteus,MAMMAL,Canidae,Neotropics,Attalea butyracea_Urocyon cinereoargenteus,1,3833.717,8.25,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea cohune,Heteromys desmarestianus,MAMMAL,Heteromyidae,Neotropics,Attalea cohune_Heteromys desmarestianus,1,72.5,6,Cocoseae,Arecoideae,BELIZE,BLZ,8X66Q2DC
Attalea funifera,Anodorhynchus hyacinthinus,BIRDS,Psittacidae,Neotropics,Attalea funifera_Anodorhynchus hyacinthinus,1,1331,12.5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea geraensis,Clyomys bishopi,MAMMAL,Echimyidae,Neotropics,Attalea geraensis_Clyomys bishopi,1,30,6,Cocoseae,Arecoideae,BRAZIL,BZL,2B8RJJ9R
Attalea geraensis,Dasyprocta azarae,MAMMAL,Dasyproctidae,Neotropics,Attalea geraensis_Dasyprocta azarae,1,2309.989,6,Cocoseae,Arecoideae,BRAZIL,BZL,2B8RJJ9R
Attalea humilis,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea humilis_Cuniculus paca,0,8000,6.5,Cocoseae,Arecoideae,BRAZIL,BZL,RN99J5Z6
Attalea humilis,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea humilis_Cuniculus paca,1,8000,6.5,Cocoseae,Arecoideae,BRAZIL,BZL,SW6IINCS
Attalea humilis,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea humilis_Dasyprocta leporina,1,3020.021,6.5,Cocoseae,Arecoideae,BRAZIL,BZL,SW6IINCS
Attalea humilis,Odocoileus virginianus,MAMMAL,Cervidae,Neotropics,Attalea humilis_Odocoileus virginianus,1,55508.565,6.5,Cocoseae,Arecoideae,BRAZIL,BZL,RN99J5Z6
Attalea humilis,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea humilis_Pecari tajacu,1,21266.695,6.5,Cocoseae,Arecoideae,BRAZIL,BZL,RN99J5Z6
Attalea humilis,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea humilis_Tayassu pecari,1,32233.688,6.5,Cocoseae,Arecoideae,BRAZIL,BZL,RN99J5Z6
Attalea maripa,Anodorhynchus hyacinthinus,BIRDS,Psittacidae,Neotropics,Attalea maripa_Anodorhynchus hyacinthinus,1,1331,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Ateles belzebuth,MAMMAL,Atelidae,Neotropics,Attalea maripa_Ateles belzebuth,1,5000,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Chelonoidis denticulata,REPTILES,Chelidae,Neotropics,Attalea maripa_Chelonoidis denticulata,1,7473.96,5,Cocoseae,Arecoideae,NA,NA,6WBPN3MQ
Attalea maripa,Colossoma macropomum,FISH,Characidae,Neotropics,Attalea maripa_Colossoma macropomum,0,NA,5,Cocoseae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Attalea maripa,Colossoma macropomum,FISH,Characidae,Neotropics,Attalea maripa_Colossoma macropomum,1,NA,5,Cocoseae,Arecoideae,BRAZIL,BZN,IAHDGXQD
Attalea maripa,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea maripa_Cuniculus paca,1,8000,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea maripa_Dasyprocta leporina,0,3020.021,5,Cocoseae,Arecoideae,PANAMA,PAN,5M6B58BE
Attalea maripa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea maripa_Dasyprocta leporina,0,3020.021,5,Cocoseae,Arecoideae,NA,NA,6WBPN3MQ
Attalea maripa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea maripa_Dasyprocta leporina,0,3020.021,5,Cocoseae,Arecoideae,BRAZIL,BZN,DNJ3FTIE
Attalea maripa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea maripa_Dasyprocta leporina,0,3020.021,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea maripa_Dasyprocta leporina,1,3020.021,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Didelphis marsupialis,MAMMAL,Didelphidae,Neotropics,Attalea maripa_Didelphis marsupialis,1,1091.164,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Makalata didelphoides,MAMMAL,Echimyidae,Neotropics,Attalea maripa_Makalata didelphoides,1,400,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Mazama americana,MAMMAL,Cervidae,Neotropics,Attalea maripa_Mazama americana,1,22799.746,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Odocoileus virginianus,MAMMAL,Cervidae,Neotropics,Attalea maripa_Odocoileus virginianus,1,55508.565,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Oxysternon festivum,COLEOPTERA,Scarabeidae,Neotropics,Attalea maripa_Oxysternon festivum,1,NA,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,0,21266.695,5,Cocoseae,Arecoideae,BRAZIL,BZN,8ZP3AZ7R
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,0,21266.695,5,Cocoseae,Arecoideae,NA,NA,CFFXP4XP
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,0,21266.695,5,Cocoseae,Arecoideae,SURINAME,SUR,CFFXP4XP
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,0,21266.695,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,0,21266.695,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,0,21266.695,5,Cocoseae,Arecoideae,BRAZIL,BZN,JGKMDEU8
Attalea maripa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Pecari tajacu,1,21266.695,5,Cocoseae,Arecoideae,BRAZIL,BZL,XDMVWGH6
Attalea maripa,Philander opossum,MAMMAL,Didelphidae,Neotropics,Attalea maripa_Philander opossum,1,585.499,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Piaractus brachypomus,FISH,Serrasalmidae,Neotropics,Attalea maripa_Piaractus brachypomus,1,NA,5,Cocoseae,Arecoideae,VENEZUELA,VEN,6WBPN3MQ
Attalea maripa,Saimiri sciureus,MAMMAL,Cebidae,Neotropics,Attalea maripa_Saimiri sciureus,0,743.242,5,Cocoseae,Arecoideae,NA,NA,6WBPN3MQ
Attalea maripa,Saimiri sciureus,MAMMAL,Cebidae,Neotropics,Attalea maripa_Saimiri sciureus,1,743.242,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Sapajus apella,MAMMAL,Cebidae,Neotropics,Attalea maripa_Sapajus apella,1,2500,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Sciurus igniventris,MAMMAL,Sciuridae,Neotropics,Attalea maripa_Sciurus igniventris,0,700.003,5,Cocoseae,Arecoideae,PANAMA,PAN,5M6B58BE
Attalea maripa,Sciurus igniventris,MAMMAL,Sciuridae,Neotropics,Attalea maripa_Sciurus igniventris,0,700.003,5,Cocoseae,Arecoideae,PERU,PER,88CKBQ8M
Attalea maripa,Sciurus igniventris,MAMMAL,Sciuridae,Neotropics,Attalea maripa_Sciurus igniventris,1,700.003,5,Cocoseae,Arecoideae,BRAZIL,BZN,GKJ7KSQ7
Attalea maripa,Sciurus spadiceus,MAMMAL,Sciuridae,Neotropics,Attalea maripa_Sciurus spadiceus,1,403.33,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus bairdii,1,299999.133,5,Cocoseae,Arecoideae,COSTA RICA,COS,ZGG28TDB
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,0,207500.907,5,Cocoseae,Arecoideae,NA,NA,6WBPN3MQ
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,0,207500.907,5,Cocoseae,Arecoideae,ARGENTINA,AGE,BCMDU95W
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,0,207500.907,5,Cocoseae,Arecoideae,BRAZIL,BZL,BZ5F6NIG
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,0,207500.907,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,0,207500.907,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,0,207500.907,5,Cocoseae,Arecoideae,BRAZIL,BZN,GKJ7KSQ7
Attalea maripa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea maripa_Tapirus terrestris,1,207500.907,5,Cocoseae,Arecoideae,BRAZIL,BZL,XDMVWGH6
Attalea maripa,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Tayassu pecari,0,32233.688,5,Cocoseae,Arecoideae,BRAZIL,BZN,8ZP3AZ7R
Attalea maripa,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Tayassu pecari,0,32233.688,5,Cocoseae,Arecoideae,NA,NA,CFFXP4XP
Attalea maripa,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Tayassu pecari,0,32233.688,5,Cocoseae,Arecoideae,BRAZIL,BZN,GAHWJAQW
Attalea maripa,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Tayassu pecari,0,32233.688,5,Cocoseae,Arecoideae,BRAZIL,BZN,JGKMDEU8
Attalea maripa,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea maripa_Tayassu pecari,1,32233.688,5,Cocoseae,Arecoideae,BRAZIL,BZL,XDMVWGH6
Attalea microcarpa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Attalea microcarpa_Dasyprocta leporina,1,3020.021,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Mazama americana,MAMMAL,Cervidae,Neotropics,Attalea microcarpa_Mazama americana,1,22799.746,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Mazama gouazoubira,MAMMAL,Cervidae,Neotropics,Attalea microcarpa_Mazama gouazoubira,1,16300.09,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea microcarpa_Pecari tajacu,1,21266.695,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Potos flavus,MAMMAL,Procyonidae,Neotropics,Attalea microcarpa_Potos flavus,1,3000,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Saimiri sciureus,MAMMAL,Cebidae,Neotropics,Attalea microcarpa_Saimiri sciureus,1,743.242,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Sapajus apella,MAMMAL,Cebidae,Neotropics,Attalea microcarpa_Sapajus apella,1,2500,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Sciurus spadiceus,MAMMAL,Sciuridae,Neotropics,Attalea microcarpa_Sciurus spadiceus,1,403.33,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea microcarpa,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea microcarpa_Tapirus terrestris,1,207500.907,3.75,Cocoseae,Arecoideae,BRAZIL,BZN,FKSFI64V
Attalea oleifera,Coendou prehensilis,MAMMAL,Erethizontidae,Neotropics,Attalea oleifera_Coendou prehensilis,1,4399.973,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea oleifera_Cuniculus paca,1,8000,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Dasyprocta prymnolopha,MAMMAL,Dasyproctidae,Neotropics,Attalea oleifera_Dasyprocta prymnolopha,1,2900.013,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Didelphis albiventris,MAMMAL,Didelphidae,Neotropics,Attalea oleifera_Didelphis albiventris,1,904.003,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Hylaeamys megacephalus,MAMMAL,Cricetidae,Neotropics,Attalea oleifera_Hylaeamys megacephalus,1,57.8,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Hylaeamys oniscus,MAMMAL,Cricetidae,Neotropics,Attalea oleifera_Hylaeamys oniscus,1,60.501,9,Cocoseae,Arecoideae,BRAZIL,BZL,HWXFB448
Attalea oleifera,Monodelphis americana,MAMMAL,Didelphidae,Neotropics,Attalea oleifera_Monodelphis americana,1,19.5,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Nasua nasua,MAMMAL,Procyonidae,Neotropics,Attalea oleifera_Nasua nasua,1,3793.849,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea oleifera,Sciurus aestuans,MAMMAL,Sciuridae,Neotropics,Attalea oleifera_Sciurus aestuans,0,184.999,9,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea oleifera,Sciurus aestuans,MAMMAL,Sciuridae,Neotropics,Attalea oleifera_Sciurus aestuans,1,184.999,9,Cocoseae,Arecoideae,BRAZIL,BZL,VGQ5FWIF
Attalea phalerata,Amazona aestiva,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Amazona aestiva,1,451,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,QEVTP3Z5
Attalea phalerata,Anodorhynchus hyacinthinus,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Anodorhynchus hyacinthinus,0,1331,8.5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea phalerata,Anodorhynchus hyacinthinus,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Anodorhynchus hyacinthinus,1,1331,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,WWOWKD
Attalea phalerata,Ara chloropterus,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Ara chloropterus,1,1214,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,QEVTP3Z5
Attalea phalerata,Ara glaucogularis,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Ara glaucogularis,1,783.99,8.5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea phalerata,Ateles chamek,MAMMAL,Atelidae,Neotropics,Attalea phalerata_Ateles chamek,1,5999.983,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,FQU9CR3E
