PALM,FRUGIVORE,frugClass,frugFamily,biogeographicRegion,InteractionID,Unique_interaction,frugBodyMASS,FruitLength_cm,PalmTribe,PalmSubfamily,Country,botanicalCountry,referenceKey
Euterpe edulis,Trogon viridis,BIRDS,Trogonidae,Neotropics,Euterpe edulis_Trogon viridis,0,89.69,1.2,Euterpeae,Arecoideae,NA,BZL,3410S21E
Euterpe edulis,Trogon viridis,BIRDS,Trogonidae,Neotropics,Euterpe edulis_Trogon viridis,0,89.69,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Trogon viridis,BIRDS,Trogonidae,Neotropics,Euterpe edulis_Trogon viridis,0,89.69,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Trogon viridis,BIRDS,Trogonidae,Neotropics,Euterpe edulis_Trogon viridis,1,89.69,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Turdus albicollis,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus albicollis,0,54,1.2,Euterpeae,Arecoideae,NA,BZL,HFN8KI6H
Euterpe edulis,Turdus albicollis,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus albicollis,0,54,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Turdus albicollis,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus albicollis,0,54,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Turdus albicollis,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus albicollis,0,54,1.2,Euterpeae,Arecoideae,NA,BZL,SW6IINCS
Euterpe edulis,Turdus albicollis,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus albicollis,0,54,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Turdus albicollis,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus albicollis,1,54,1.2,Euterpeae,Arecoideae,BRAZIL,BZS,WGZIKVW8
Euterpe edulis,Turdus amaurochalinus,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus amaurochalinus,0,57.9,1.2,Euterpeae,Arecoideae,NA,BZL,HFN8KI6H
Euterpe edulis,Turdus amaurochalinus,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus amaurochalinus,1,57.9,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Turdus flavipes,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus flavipes,0,65.14,1.2,Euterpeae,Arecoideae,NA,BZL,3PAZ3DP8
Euterpe edulis,Turdus flavipes,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus flavipes,0,65.14,1.2,Euterpeae,Arecoideae,NA,BZL,I7T7SQTA
Euterpe edulis,Turdus flavipes,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus flavipes,0,65.14,1.2,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe edulis,Turdus flavipes,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus flavipes,0,65.14,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Turdus flavipes,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus flavipes,0,65.14,1.2,Euterpeae,Arecoideae,NA,BZL,SW6IINCS
Euterpe edulis,Turdus flavipes,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus flavipes,1,65.14,1.2,Euterpeae,Arecoideae,NA,BZL,VC6B8BSG
Euterpe edulis,Turdus leucomelas,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus leucomelas,0,69.1,1.2,Euterpeae,Arecoideae,NA,BZL,HFN8KI6H
Euterpe edulis,Turdus leucomelas,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus leucomelas,1,69.1,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Turdus nigriceps,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus nigriceps,0,52.7,1.2,Euterpeae,Arecoideae,NA,BZL,HFN8KI6H
Euterpe edulis,Turdus nigriceps,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus nigriceps,1,52.7,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Turdus rufiventris,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus rufiventris,0,69.44,1.2,Euterpeae,Arecoideae,NA,BZL,PEKDMW3
Euterpe edulis,Turdus rufiventris,BIRDS,Turdidae,Neotropics,Euterpe edulis_Turdus rufiventris,1,69.44,1.2,Euterpeae,Arecoideae,NA,BZL,RBCSHHF3
Euterpe oleracea,Dermanura watsoni,MAMMAL,Phyllostomatidae,Neotropics,Euterpe oleracea_Dermanura watsoni,1,50.3274375,1.5,Euterpeae,Arecoideae,COSTA RICA,COS,78579EUU
Euterpe oleracea,Electrophorus electricus,FISH,Electrophoridae,Neotropics,Euterpe oleracea_Electrophorus electricus,1,NA,1.5,Euterpeae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Euterpe oleracea,Lithodoras dorsalis,FISH,Doraridae,Neotropics,Euterpe oleracea_Lithodoras dorsalis,1,NA,1.5,Euterpeae,Arecoideae,BRAZIL,BZN,339B9BNN
Euterpe oleracea,Mazama americana,MAMMAL,Cervidae,Neotropics,Euterpe oleracea_Mazama americana,1,22799.746,1.5,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe oleracea,Mazama gouazoubira,MAMMAL,Cervidae,Neotropics,Euterpe oleracea_Mazama gouazoubira,1,16300.09,1.5,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe oleracea,Megalechis thoracata,FISH,Callichthydae,Neotropics,Euterpe oleracea_Megalechis thoracata,1,NA,1.5,Euterpeae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Euterpe oleracea,Myleus rhomboidalis,FISH,Serrasalmidae,Neotropics,Euterpe oleracea_Myleus rhomboidalis,0,NA,1.5,Euterpeae,Arecoideae,FRENCH GUIANA,FRG,6WBPN3MQ
Euterpe oleracea,Myleus rhomboidalis,FISH,Characidae,Neotropics,Euterpe oleracea_Myleus rhomboidalis,0,NA,1.5,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe oleracea,Myleus rhomboidalis,FISH,Characidae,Neotropics,Euterpe oleracea_Myleus rhomboidalis,1,NA,1.5,Euterpeae,Arecoideae,NA,NA,IE5UIEZW
Euterpe oleracea,Penelope marail,BIRDS,Cracidae,Neotropics,Euterpe oleracea_Penelope marail,1,879.67,1.5,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe oleracea,Rupicola rupicola,BIRDS,Cotingidae,Neotropics,Euterpe oleracea_Rupicola rupicola,1,194.56,1.5,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe precatoria,Ara severus,BIRDS,Psittacidae,Neotropics,Euterpe precatoria_Ara severus,1,343,1.1,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe precatoria,Ateles chamek,MAMMAL,Atelidae,Neotropics,Euterpe precatoria_Ateles chamek,1,5999.983,1.1,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe precatoria,Brycon melanopterus,FISH,Characidae,Neotropics,Euterpe precatoria_Brycon melanopterus,1,NA,1.1,Euterpeae,Arecoideae,COLOMBIA,CLM,Q7793HVK
Euterpe precatoria,Colossoma macropomum,FISH,Characidae,Neotropics,Euterpe precatoria_Colossoma macropomum,0,NA,1.1,Euterpeae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Euterpe precatoria,Colossoma macropomum,FISH,Characidae,Neotropics,Euterpe precatoria_Colossoma macropomum,0,NA,1.1,Euterpeae,Arecoideae,NA,NA,6WBPN3MQ
Euterpe precatoria,Colossoma macropomum,FISH,Characidae,Neotropics,Euterpe precatoria_Colossoma macropomum,1,NA,1.1,Euterpeae,Arecoideae,BRAZIL,BZN,IAHDGXQD
Euterpe precatoria,Dermanura watsoni,MAMMAL,Phyllostomatidae,Neotropics,Euterpe precatoria_Dermanura watsoni,1,50.3274375,1.1,Euterpeae,Arecoideae,COSTA RICA,COS,78579EUU
Euterpe precatoria,Piaractus brachypomus,FISH,Serrasalmidae,Neotropics,Euterpe precatoria_Piaractus brachypomus,1,NA,1.1,Euterpeae,Arecoideae,VENEZUELA,VEN,6WBPN3MQ
Euterpe precatoria,Pionites melanocephalus,BIRDS,Psittacidae,Neotropics,Euterpe precatoria_Pionites melanocephalus,1,148.78,1.1,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe precatoria,Rhinemys rufipes,REPTILES,Chelidae,Neotropics,Euterpe precatoria_Rhinemys rufipes,1,2394,1.1,Euterpeae,Arecoideae,NA,NA,FAIRCHILD
Euterpe precatoria,Steatornis caripensis,BIRDS,Steatornithidae,Neotropics,Euterpe precatoria_Steatornis caripensis,1,408,1.1,Euterpeae,Arecoideae,NA,NA,KUGCBI8X
Gaussia maya,Crax rubra,BIRDS,Cracidae,Neotropics,Gaussia maya_Crax rubra,1,4133,1.25,Chamaedoreeae,Arecoideae,GUATEMALA,GUA,REKDKSPS
Gaussia maya,Ortalis vetula,BIRDS,Cracidae,Neotropics,Gaussia maya_Ortalis vetula,1,562.6,1.25,Chamaedoreeae,Arecoideae,GUATEMALA,GUA,REKDKSPS
Gaussia maya,Penelope purpurascens,BIRDS,Cracidae,Neotropics,Gaussia maya_Penelope purpurascens,1,2060,1.25,Chamaedoreeae,Arecoideae,GUATEMALA,GUA,REKDKSPS
Geonoma elegans,Selenidera maculirostris,BIRDS,Ramphastidae,Neotropics,Geonoma elegans_Selenidera maculirostris,1,164,0.95,Geonomateae,Arecoideae,NA,NA,FAIRCHILD
Geonoma pauciflora,Chiroxiphia caudata,BIRDS,Pipridae,Neotropics,Geonoma pauciflora_Chiroxiphia caudata,1,25.6,0.96,Geonomateae,Arecoideae,NA,BZL,SDHH6R5W
Geonoma pauciflora,Selenidera maculirostris,BIRDS,Ramphastidae,Neotropics,Geonoma pauciflora_Selenidera maculirostris,1,164,0.96,Geonomateae,Arecoideae,NA,BZL,SDHH6R5W
Geonoma polyandra,Psophia crepitans,BIRDS,Psophiidae,Neotropics,Geonoma polyandra_Psophia crepitans,1,1026,0.8,Geonomateae,Arecoideae,NA,NA,FAIRCHILD
Geonoma schottiana,Brycon,FISH,Characidae,Neotropics,Geonoma schottiana_Brycon,1,NA,0.93,Geonomateae,Arecoideae,NA,NA,6WBPN3MQ
Geonoma schottiana,Manacus manacus,BIRDS,Pipridae,Neotropics,Geonoma schottiana_Manacus manacus,1,16.7,0.93,Geonomateae,Arecoideae,NA,BZL,H4TMGDZQ
Geonoma schottiana,Myloplus,FISH,Serrasalmidae,Neotropics,Geonoma schottiana_Myloplus,1,NA,0.93,Geonomateae,Arecoideae,NA,NA,6WBPN3MQ
Geonoma stricta,Penelope marail,BIRDS,Cracidae,Neotropics,Geonoma stricta_Penelope marail,1,879.67,0.86,Geonomateae,Arecoideae,NA,NA,FAIRCHILD
Hyphaene compressa,Cercocebus galeritus,MAMMAL,Cercopithecidae,Afrotropics,Hyphaene compressa_Cercocebus galeritus,1,7835.018,8.5,Borasseae,Coryphoideae,NA,NA,FAIRCHILD
Hyphaene compressa,Papio cynocephalus,MAMMAL,Cercopithecidae,Afrotropics,Hyphaene compressa_Papio cynocephalus,1,21250.052,8.5,Borasseae,Coryphoideae,NA,NA,FAIRCHILD
Hyphaene coriacea,Loxodonta africana,MAMMAL,Elephantidae,Afrotropics,Hyphaene coriacea_Loxodonta africana,1,3940034.276,4.5,Borasseae,Coryphoideae,SOUTH AFRICA,CPP,KENFLSLE
Hyphaene petersiana,Loxodonta africana,MAMMAL,Elephantidae,Afrotropics,Hyphaene petersiana_Loxodonta africana,0,3940034.276,6.5,Borasseae,Coryphoideae,NA,NA,FAIRCHILD
Hyphaene petersiana,Loxodonta africana,MAMMAL,Elephantidae,Afrotropics,Hyphaene petersiana_Loxodonta africana,0,3940034.276,6.5,Borasseae,Coryphoideae,ZIMBABWE,ZIM,HI9J8MP4
Hyphaene petersiana,Loxodonta africana,MAMMAL,Elephantidae,Afrotropics,Hyphaene petersiana_Loxodonta africana,1,3940034.276,6.5,Borasseae,Coryphoideae,SOUTH AFRICA,CPP,KENFLSLE
Hyphaene petersiana,Papio cynocephalus,MAMMAL,Cercopithecidae,Afrotropics,Hyphaene petersiana_Papio cynocephalus,1,21250.052,6.5,Borasseae,Coryphoideae,ZAMBIA,ZAM,3AKWG7UN
Hyphaene petersiana,Papio ursinus,MAMMAL,Cercopithecidae,Afrotropics,Hyphaene petersiana_Papio ursinus,1,21250.052,6.5,Borasseae,Coryphoideae,ZAMBIA,ZAM,3AKWG7UN
Hyphaene petersiana,Poicephalus meyeri,BIRDS,Psittacidae,Afrotropics,Hyphaene petersiana_Poicephalus meyeri,1,117.47,6.5,Borasseae,Coryphoideae,BOTSWANA,BOT,RBNGSE2T
Hyphaene thebaica,Papio hamadryas,MAMMAL,Cercopithecidae,Afrotropics,Hyphaene thebaica_Papio hamadryas,1,21250.052,6,Borasseae,Coryphoideae,NA,NA,FAIRCHILD
Iriartea deltoidea,Ateles belzebuth,MAMMAL,Atelidae,Neotropics,Iriartea deltoidea_Ateles belzebuth,0,5000,2.35,Irarteeae,Arecoideae,ECUADOR,ECU,4KMEVUZQ
Iriartea deltoidea,Ateles belzebuth,MAMMAL,Atelidae,Neotropics,Iriartea deltoidea_Ateles belzebuth,1,5000,2.35,Irarteeae,Arecoideae,NA,NA,FAIRCHILD
Iriartea deltoidea,Ateles geoffroyi,MAMMAL,Atelidae,Neotropics,Iriartea deltoidea_Ateles geoffroyi,0,5284.939,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,PG2RU4VW
Iriartea deltoidea,Ateles geoffroyi,MAMMAL,Atelidae,Neotropics,Iriartea deltoidea_Ateles geoffroyi,1,5284.939,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,TUSXD389
Iriartea deltoidea,Cebus capucinus,MAMMAL,Cebidae,Neotropics,Iriartea deltoidea_Cebus capucinus,0,2733.317,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,PG2RU4VW
Iriartea deltoidea,Cebus capucinus,MAMMAL,Cebidae,Neotropics,Iriartea deltoidea_Cebus capucinus,1,2733.317,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,TUSXD389
Iriartea deltoidea,Chelonoidis denticulata,REPTILES,Testudinidae,Neotropics,Iriartea deltoidea_Chelonoidis denticulata,1,7473.96,2.35,Irarteeae,Arecoideae,PERU,PER,VEIJ9UNS
Iriartea deltoidea,Dasyprocta fuliginosa,MAMMAL,Dasyproctidae,Neotropics,Iriartea deltoidea_Dasyprocta fuliginosa,1,3500.016,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,ARXTKHHV
Iriartea deltoidea,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Iriartea deltoidea_Dasyprocta punctata,1,2674.977,2.35,Irarteeae,Arecoideae,PANAMA,PAN,NEH8RCVA
Iriartea deltoidea,Dermanura watsoni,MAMMAL,Phyllostomatidae,Neotropics,Iriartea deltoidea_Dermanura watsoni,1,50.3274375,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,78579EUU
Iriartea deltoidea,Lagothrix lagotricha,MAMMAL,Atelidae,Neotropics,Iriartea deltoidea_Lagothrix lagotricha,1,6299.992,2.35,Irarteeae,Arecoideae,NA,NA,FAIRCHILD
Iriartea deltoidea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Iriartea deltoidea_Pecari tajacu,0,21266.695,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,ARXTKHHV
Iriartea deltoidea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Iriartea deltoidea_Pecari tajacu,0,21266.695,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,CFFXP4XP
Iriartea deltoidea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Iriartea deltoidea_Pecari tajacu,0,21266.695,2.35,Irarteeae,Arecoideae,PERU,PER,CFFXP4XP
Iriartea deltoidea,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Iriartea deltoidea_Pecari tajacu,1,21266.695,2.35,Irarteeae,Arecoideae,PANAMA,PAN,NEH8RCVA
Iriartea deltoidea,Ramphastos sulfuratus,BIRDS,Ramphastidae,Neotropics,Iriartea deltoidea_Ramphastos sulfuratus,1,409.69,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,TUSXD389
Iriartea deltoidea,Ramphastos swainsonii,BIRDS,Ramphastidae,Neotropics,Iriartea deltoidea_Ramphastos swainsonii,0,651.68,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,PG2RU4VW
Iriartea deltoidea,Ramphastos swainsonii,BIRDS,Ramphastidae,Neotropics,Iriartea deltoidea_Ramphastos swainsonii,1,651.68,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,TUSXD389
Iriartea deltoidea,Rhinemys rufipes,REPTILES,Chelidae,Neotropics,Iriartea deltoidea_Rhinemys rufipes,1,2394,2.35,Irarteeae,Arecoideae,NA,NA,FAIRCHILD
Iriartea deltoidea,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Iriartea deltoidea_Tapirus bairdii,1,299999.133,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,PG2RU4VW
Iriartea deltoidea,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Iriartea deltoidea_Tapirus terrestris,1,207500.907,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,PG2RU4VW
Iriartea deltoidea,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Iriartea deltoidea_Tayassu pecari,0,32233.688,2.35,Irarteeae,Arecoideae,PERU,PER,47WBFACH
Iriartea deltoidea,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Iriartea deltoidea_Tayassu pecari,1,32233.688,2.35,Irarteeae,Arecoideae,COSTA RICA,COS,PG2RU4VW
Iriartella setigera,Colossoma macropomum,FISH,Characidae,Neotropics,Iriartella setigera_Colossoma macropomum,0,NA,1.55,Irarteeae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Iriartella setigera,Colossoma macropomum,FISH,Characidae,Neotropics,Iriartella setigera_Colossoma macropomum,1,NA,1.55,Irarteeae,Arecoideae,BRAZIL,BZN,IAHDGXQD
Laccosperma secundiflorum,Bycanistes albotibialis,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Bycanistes albotibialis,1,921,2,Lepidocaryeae,Calamoideae,CAMEROON,CMN,Q85C4DPU
Laccosperma secundiflorum,Bycanistes cylindricus,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Bycanistes cylindricus,0,921,2,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Laccosperma secundiflorum,Bycanistes cylindricus,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Bycanistes cylindricus,0,921,2,Lepidocaryeae,Calamoideae,CAMEROON,CMN,N7TA25VX
Laccosperma secundiflorum,Bycanistes cylindricus,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Bycanistes cylindricus,1,921,2,Lepidocaryeae,Calamoideae,CAMEROON,CMN,WOSMDPW
Laccosperma secundiflorum,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Ceratogymna atrata,0,1194.79,2,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Laccosperma secundiflorum,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Ceratogymna atrata,0,1194.79,2,Lepidocaryeae,Calamoideae,CAMEROON,CMN,N7TA25VX
Laccosperma secundiflorum,Ceratogymna atrata,BIRDS,Bucerotidae,Afrotropics,Laccosperma secundiflorum_Ceratogymna atrata,1,1194.79,2,Lepidocaryeae,Calamoideae,CAMEROON,CMN,Q85C4DPU
Lemurophoenix halleuxii,Daubentonia madagascariensis,MAMMAL,Daubentonidae,Afrotropics,Lemurophoenix halleuxii_Daubentonia madagascariensis,1,2500,0.5,Areceae,Arecoideae,MADAGASCAR,MDG,ZT9EFWKJ
Leopoldinia pulchra,Brycon bicolor,FISH,Characidae,Neotropics,Leopoldinia pulchra_Brycon bicolor,1,NA,2.84,Leopoldinieae,Arecoideae,VENEZUELA,VEN,6WBPN3MQ
Leopoldinia pulchra,Peltocephalus dumerilianus,REPTILES,Podocnemidae,Neotropics,Leopoldinia pulchra_Peltocephalus dumerilianus,1,3600,2.84,Leopoldinieae,Arecoideae,NA,NA,6WBPN3MQ
Leopoldinia pulchra,Podocnemis expansa,REPTILES,Podocnemidae,Neotropics,Leopoldinia pulchra_Podocnemis expansa,1,29100,2.84,Leopoldinieae,Arecoideae,NA,NA,6WBPN3MQ
Manicaria saccifera,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Manicaria saccifera_Pecari tajacu,1,21266.695,5,Manicarieae,Arecoideae,COSTA RICA,COS,SIQKHW37
Mauritia flexuosa,Amazona aestiva,BIRDS,Psittacidae,Neotropics,Mauritia flexuosa_Amazona aestiva,1,451,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,SWUEMCD3
Mauritia flexuosa,Ara ararauna,BIRDS,Psittacidae,Neotropics,Mauritia flexuosa_Ara ararauna,0,1125,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,SWUEMCD3
Mauritia flexuosa,Ara ararauna,BIRDS,Psittacidae,Neotropics,Mauritia flexuosa_Ara ararauna,1,1125,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,ZRDKEIW7
Mauritia flexuosa,Brycon bicolor,FISH,Characidae,Neotropics,Mauritia flexuosa_Brycon bicolor,1,NA,7,Lepidocaryeae,Calamoideae,VENEZUELA,VEN,6WBPN3MQ
Mauritia flexuosa,Cacajao melanocephalus,MAMMAL,Pitheciidae,Neotropics,Mauritia flexuosa_Cacajao melanocephalus,1,3100,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Mauritia flexuosa,Caracara plancus,BIRDS,Falconidae,Neotropics,Mauritia flexuosa_Caracara plancus,1,1078.62,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,SWUEMCD3
Mauritia flexuosa,Chelonoidis carbonaria,REPTILES,Chelidae,Neotropics,Mauritia flexuosa_Chelonoidis carbonaria,1,5680,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Mauritia flexuosa,Chelonoidis denticulata,REPTILES,Chelidae,Neotropics,Mauritia flexuosa_Chelonoidis denticulata,1,7473.96,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Mauritia flexuosa,Chrysocyon brachyurus,MAMMAL,Canidae,Neotropics,Mauritia flexuosa_Chrysocyon brachyurus,0,23249.842,7,Lepidocaryeae,Calamoideae,BOLIVIA,BOL,4DKE5H4P
Mauritia flexuosa,Chrysocyon brachyurus,MAMMAL,Canidae,Neotropics,Mauritia flexuosa_Chrysocyon brachyurus,1,23249.842,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Mauritia flexuosa,Colossoma macropomum,FISH,Characidae,Neotropics,Mauritia flexuosa_Colossoma macropomum,0,NA,7,Lepidocaryeae,Calamoideae,COLOMBIA,CLM,XWABHQ2V
Mauritia flexuosa,Colossoma macropomum,FISH,Characidae,Neotropics,Mauritia flexuosa_Colossoma macropomum,1,NA,7,Lepidocaryeae,Calamoideae,BRAZIL,BZN,IAHDGXQD
Mauritia flexuosa,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Mauritia flexuosa_Cuniculus paca,1,8000,7,Lepidocaryeae,Calamoideae,BOLIVIA,BOL,4DKE5H4P
Mauritia flexuosa,Cyanocorax cristatellus,BIRDS,Corvidae,Neotropics,Mauritia flexuosa_Cyanocorax cristatellus,1,178,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,SWUEMCD3
Mauritia flexuosa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Mauritia flexuosa_Dasyprocta leporina,1,3020.021,7,Lepidocaryeae,Calamoideae,VENEZUELA,VEN,TZQQ6HIH
Mauritia flexuosa,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Mauritia flexuosa_Dasyprocta punctata,1,2674.977,7,Lepidocaryeae,Calamoideae,BOLIVIA,BOL,4DKE5H4P
Mauritia flexuosa,Gnorimopsar chopi,BIRDS,Icteridae,Neotropics,Mauritia flexuosa_Gnorimopsar chopi,0,65.9,7,Lepidocaryeae,Calamoideae,BRAZIL,BZL,9JSXPR3K
Mauritia flexuosa,Gnorimopsar chopi,BIRDS,Icteridae,Neotropics,Mauritia flexuosa_Gnorimopsar chopi,1,65.9,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,SWUEMCD3
Mauritia flexuosa,Heteromys anomalus,MAMMAL,Heteromyidae,Neotropics,Mauritia flexuosa_Heteromys anomalus,1,70,7,Lepidocaryeae,Calamoideae,VENEZUELA,VEN,TZQQ6HIH
Mauritia flexuosa,Lithodoras dorsalis,FISH,Doraridae,Neotropics,Mauritia flexuosa_Lithodoras dorsalis,1,NA,7,Lepidocaryeae,Calamoideae,BRAZIL,BZN,MGDDAJ27
Mauritia flexuosa,Mazama americana,MAMMAL,Cervidae,Neotropics,Mauritia flexuosa_Mazama americana,0,22799.746,7,Lepidocaryeae,Calamoideae,BOLIVIA,BOL,4DKE5H4P
Mauritia flexuosa,Mazama americana,MAMMAL,Cervidae,Neotropics,Mauritia flexuosa_Mazama americana,1,22799.746,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Mauritia flexuosa,Mazama gouazoubira,MAMMAL,Cervidae,Neotropics,Mauritia flexuosa_Mazama gouazoubira,1,16300.09,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
Mauritia flexuosa,Melanerpes candidus,BIRDS,Picidae,Neotropics,Mauritia flexuosa_Melanerpes candidus,1,108,7,Lepidocaryeae,Calamoideae,BRAZIL,BZL,9JSXPR3K
Mauritia flexuosa,Myleus rhomboidalis,FISH,Serrasalmidae,Neotropics,Mauritia flexuosa_Myleus rhomboidalis,1,NA,7,Lepidocaryeae,Calamoideae,FRENCH GUIANA,FRG,6WBPN3MQ
Mauritia flexuosa,Orthopsittaca manilata,BIRDS,Psittacidae,Neotropics,Mauritia flexuosa_Orthopsittaca manilata,0,372,7,Lepidocaryeae,Calamoideae,BRAZIL,BZL,9JSXPR3K
Mauritia flexuosa,Orthopsittaca manilata,BIRDS,Psittacidae,Neotropics,Mauritia flexuosa_Orthopsittaca manilata,1,372,7,Lepidocaryeae,Calamoideae,BRAZIL,BZC,SWUEMCD3
Mauritia flexuosa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Mauritia flexuosa_Pecari tajacu,0,21266.695,7,Lepidocaryeae,Calamoideae,BOLIVIA,BOL,4DKE5H4P
Mauritia flexuosa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Mauritia flexuosa_Pecari tajacu,0,21266.695,7,Lepidocaryeae,Calamoideae,NA,NA,CFFXP4XP
Mauritia flexuosa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Mauritia flexuosa_Pecari tajacu,0,21266.695,7,Lepidocaryeae,Calamoideae,ECUADOR,ECU,CFFXP4XP
Mauritia flexuosa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Mauritia flexuosa_Pecari tajacu,0,21266.695,7,Lepidocaryeae,Calamoideae,PERU,PER,CN8W3KVC
Mauritia flexuosa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Mauritia flexuosa_Pecari tajacu,0,21266.695,7,Lepidocaryeae,Calamoideae,NA,NA,FAIRCHILD
